BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	22
Frequency:    	100 Hz
Frames:       	583
Start time:   	0.000

 Frame	 Time	  sacrum.X	  sacrum.Y	  sacrum.Z	  r asis.X	  r asis.Y	  r asis.Z	 r thigh.X	 r thigh.Y	 r thigh.Z	 r bar 1.X	 r bar 1.Y	 r bar 1.Z	r knee 1.X	r knee 1.Y	r knee 1.Z	r knee 2.X	r knee 2.Y	r knee 2.Z	 r bar 2.X	 r bar 2.Y	 r bar 2.Z	  r mall.X	  r mall.Y	  r mall.Z	   r met.X	   r met.Y	   r met.Z	  l asis.X	  l asis.Y	  l asis.Z	 l thigh.X	 l thigh.Y	 l thigh.Z	 l bar 1.X	 l bar 1.Y	 l bar 1.Z	l knee 1.X	l knee 1.Y	l knee 1.Z	l knee 2.X	l knee 2.Y	l knee 2.Z	 l bar 2.X	 l bar 2.Y	 l bar 2.Z	  l mall.X	  l mall.Y	  l mall.Z	   l met.X	   l met.Y	   l met.Z	  r heel.X	  r heel.Y	  r heel.Z	  l heel.X	  l heel.Y	  l heel.Z	r should.X	r should.Y	r should.Z	      c7.X	      c7.Y	      c7.Z	l should.X	l should.Y	l should.Z	
   361	3.610	  0.090238	  0.899968	  0.209543	 -0.092018	  0.875046	  0.057648	 -0.066867	  0.802087	  0.033548	 -0.038796	  0.624915	 -0.056194	  0.026565	  0.441304	  0.058475	  0.038199	  0.388684	  0.051424	  0.048864	  0.256056	  0.012988	  0.050921	  0.075499	  0.066631	 -0.037203	  0.026266	  0.039956	 -0.096886	  0.883273	  0.371317	 -0.063090	  0.817868	  0.399577	 -0.065826	  0.624957	  0.486883	 -0.017845	  0.441322	  0.372499	 -0.000082	  0.381006	  0.379806	  0.022665	  0.251041	  0.412926	  0.044752	  0.078500	  0.351961	 -0.058400	  0.026391	  0.379432	  0.111578	  0.028974	  0.122921	  0.101351	  0.018655	  0.284294	 -0.024077	  1.330130	  0.046791	  0.073075	  1.351243	  0.219420	 -0.005104	  1.322094	  0.401353	
   362	3.620	  0.090213	  0.899948	  0.209537	 -0.092036	  0.875054	  0.057656	 -0.066885	  0.802078	  0.033556	 -0.038796	  0.624920	 -0.056195	  0.026525	  0.441309	  0.058482	  0.038182	  0.388697	  0.051424	  0.048854	  0.256064	  0.012989	  0.050946	  0.075517	  0.066659	 -0.037225	  0.026278	  0.039977	 -0.096894	  0.883278	  0.371317	 -0.063110	  0.817870	  0.399585	 -0.065839	  0.624948	  0.486877	 -0.017871	  0.441332	  0.372503	 -0.000095	  0.381009	  0.379793	  0.022635	  0.251049	  0.412921	  0.044760	  0.078510	  0.351963	 -0.058402	  0.026396	  0.379425	  0.111581	  0.028978	  0.122897	  0.101343	  0.018645	  0.284280	 -0.024080	  1.330117	  0.046775	  0.073058	  1.351238	  0.219387	 -0.005137	  1.322119	  0.401336	
   363	3.630	  0.090181	  0.899943	  0.209541	 -0.092057	  0.875050	  0.057656	 -0.066876	  0.802089	  0.033568	 -0.038800	  0.624931	 -0.056198	  0.026541	  0.441309	  0.058480	  0.038148	  0.388698	  0.051439	  0.048819	  0.256067	  0.012996	  0.050953	  0.075512	  0.066655	 -0.037255	  0.026276	  0.039978	 -0.096890	  0.883287	  0.371321	 -0.063140	  0.817866	  0.399584	 -0.065852	  0.624941	  0.486873	 -0.017885	  0.441340	  0.372498	 -0.000104	  0.381016	  0.379796	  0.022634	  0.251052	  0.412934	  0.044765	  0.078518	  0.351966	 -0.058407	  0.026393	  0.379435	  0.111565	  0.028969	  0.122891	  0.101363	  0.018676	  0.284294	 -0.024094	  1.330109	  0.046762	  0.073056	  1.351247	  0.219361	 -0.005140	  1.322137	  0.401314	
   364	3.640	  0.090158	  0.899950	  0.209560	 -0.092043	  0.875057	  0.057661	 -0.066896	  0.802101	  0.033571	 -0.038813	  0.624945	 -0.056180	  0.026547	  0.441300	  0.058475	  0.038143	  0.388697	  0.051455	  0.048842	  0.256089	  0.012993	  0.050931	  0.075523	  0.066637	 -0.037247	  0.026259	  0.039972	 -0.096926	  0.883307	  0.371308	 -0.063168	  0.817870	  0.399588	 -0.065879	  0.624923	  0.486880	 -0.017880	  0.441327	  0.372495	 -0.000107	  0.381012	  0.379809	  0.022664	  0.251043	  0.412931	  0.044754	  0.078519	  0.351950	 -0.058386	  0.026384	  0.379428	  0.111584	  0.028968	  0.122894	  0.101367	  0.018669	  0.284300	 -0.024114	  1.330109	  0.046747	  0.073064	  1.351240	  0.219366	 -0.005156	  1.322163	  0.401301	
   365	3.650	  0.090129	  0.899957	  0.209567	 -0.092058	  0.875061	  0.057680	 -0.066916	  0.802095	  0.033573	 -0.038801	  0.624938	 -0.056180	  0.026537	  0.441314	  0.058486	  0.038148	  0.388695	  0.051455	  0.048869	  0.256100	  0.012986	  0.050919	  0.075536	  0.066637	 -0.037212	  0.026260	  0.039973	 -0.096952	  0.883314	  0.371320	 -0.063198	  0.817881	  0.399589	 -0.065917	  0.624908	  0.486884	 -0.017876	  0.441325	  0.372510	 -0.000105	  0.381009	  0.379820	  0.022636	  0.251034	  0.412931	  0.044750	  0.078512	  0.351943	 -0.058402	  0.026397	  0.379415	  0.111580	  0.028977	  0.122902	  0.101340	  0.018642	  0.284286	 -0.024135	  1.330110	  0.046728	  0.073056	  1.351248	  0.219348	 -0.005169	  1.322186	  0.401277	
   366	3.660	  0.090122	  0.899958	  0.209567	 -0.092110	  0.875074	  0.057697	 -0.066923	  0.802096	  0.033577	 -0.038787	  0.624934	 -0.056183	  0.026534	  0.441326	  0.058500	  0.038149	  0.388708	  0.051457	  0.048899	  0.256109	  0.012981	  0.050933	  0.075536	  0.066632	 -0.037208	  0.026273	  0.039970	 -0.096945	  0.883316	  0.371346	 -0.063220	  0.817892	  0.399600	 -0.065926	  0.624917	  0.486893	 -0.017897	  0.441319	  0.372495	 -0.000108	  0.381007	  0.379822	  0.022630	  0.251023	  0.412932	  0.044738	  0.078511	  0.351941	 -0.058416	  0.026408	  0.379420	  0.111560	  0.028986	  0.122906	  0.101336	  0.018647	  0.284281	 -0.024130	  1.330103	  0.046701	  0.073068	  1.351260	  0.219344	 -0.005194	  1.322219	  0.401261	
   367	3.670	  0.090097	  0.899963	  0.209580	 -0.092115	  0.875075	  0.057721	 -0.066919	  0.802103	  0.033586	 -0.038779	  0.624953	 -0.056153	  0.026532	  0.441326	  0.058501	  0.038151	  0.388711	  0.051461	  0.048897	  0.256098	  0.012982	  0.050930	  0.075530	  0.066629	 -0.037240	  0.026277	  0.039978	 -0.096966	  0.883310	  0.371330	 -0.063205	  0.817888	  0.399613	 -0.065952	  0.624929	  0.486893	 -0.017910	  0.441320	  0.372485	 -0.000115	  0.381007	  0.379825	  0.022628	  0.251027	  0.412933	  0.044755	  0.078526	  0.351939	 -0.058418	  0.026406	  0.379421	  0.111542	  0.028989	  0.122912	  0.101364	  0.018670	  0.284292	 -0.024110	  1.330101	  0.046672	  0.073065	  1.351253	  0.219330	 -0.005216	  1.322235	  0.401235	
   368	3.680	  0.090100	  0.899972	  0.209604	 -0.092148	  0.875083	  0.057737	 -0.066921	  0.802104	  0.033607	 -0.038797	  0.624964	 -0.056154	  0.026536	  0.441341	  0.058508	  0.038155	  0.388713	  0.051464	  0.048895	  0.256109	  0.012996	  0.050940	  0.075535	  0.066634	 -0.037236	  0.026273	  0.039976	 -0.097016	  0.883322	  0.371305	 -0.063236	  0.817874	  0.399637	 -0.065974	  0.624933	  0.486904	 -0.017895	  0.441326	  0.372508	 -0.000119	  0.380997	  0.379824	  0.022622	  0.251044	  0.412937	  0.044771	  0.078526	  0.351938	 -0.058406	  0.026399	  0.379417	  0.111556	  0.028999	  0.122916	  0.101365	  0.018670	  0.284299	 -0.024106	  1.330110	  0.046637	  0.073057	  1.351242	  0.219308	 -0.005230	  1.322249	  0.401208	
   369	3.690	  0.090090	  0.899979	  0.209623	 -0.092216	  0.875093	  0.057750	 -0.066947	  0.802102	  0.033632	 -0.038836	  0.624964	 -0.056145	  0.026545	  0.441344	  0.058515	  0.038171	  0.388712	  0.051469	  0.048922	  0.256109	  0.013004	  0.050949	  0.075534	  0.066641	 -0.037241	  0.026291	  0.039976	 -0.097022	  0.883325	  0.371301	 -0.063274	  0.817876	  0.399632	 -0.065991	  0.624944	  0.486920	 -0.017893	  0.441335	  0.372530	 -0.000120	  0.381003	  0.379827	  0.022604	  0.251055	  0.412948	  0.044778	  0.078523	  0.351948	 -0.058407	  0.026400	  0.379415	  0.111560	  0.028994	  0.122921	  0.101336	  0.018647	  0.284286	 -0.024122	  1.330110	  0.046620	  0.073061	  1.351242	  0.219286	 -0.005214	  1.322265	  0.401188	
   370	3.700	  0.090094	  0.899988	  0.209633	 -0.092250	  0.875095	  0.057767	 -0.066958	  0.802105	  0.033650	 -0.038834	  0.624966	 -0.056140	  0.026518	  0.441340	  0.058520	  0.038163	  0.388713	  0.051486	  0.048915	  0.256116	  0.013022	  0.050935	  0.075539	  0.066651	 -0.037251	  0.026295	  0.039985	 -0.097030	  0.883329	  0.371299	 -0.063292	  0.817888	  0.399635	 -0.066001	  0.624938	  0.486924	 -0.017907	  0.441341	  0.372547	 -0.000135	  0.381017	  0.379829	  0.022613	  0.251052	  0.412950	  0.044774	  0.078526	  0.351955	 -0.058413	  0.026403	  0.379405	  0.111589	  0.029009	  0.122914	  0.101341	  0.018661	  0.284301	 -0.024134	  1.330098	  0.046598	  0.073099	  1.351241	  0.219274	 -0.005248	  1.322296	  0.401164	
   371	3.710	  0.090102	  0.899992	  0.209641	 -0.092273	  0.875082	  0.057782	 -0.066974	  0.802108	  0.033674	 -0.038838	  0.624969	 -0.056132	  0.026501	  0.441346	  0.058527	  0.038119	  0.388727	  0.051497	  0.048882	  0.256132	  0.013031	  0.050931	  0.075559	  0.066649	 -0.037234	  0.026288	  0.039985	 -0.097047	  0.883335	  0.371316	 -0.063308	  0.817897	  0.399636	 -0.066012	  0.624942	  0.486921	 -0.017934	  0.441341	  0.372535	 -0.000139	  0.381012	  0.379836	  0.022605	  0.251051	  0.412951	  0.044787	  0.078537	  0.351952	 -0.058407	  0.026406	  0.379408	  0.111594	  0.029015	  0.122899	  0.101352	  0.018678	  0.284312	 -0.024117	  1.330087	  0.046554	  0.073072	  1.351236	  0.219266	 -0.005279	  1.322314	  0.401137	
   372	3.720	  0.090078	  0.899983	  0.209644	 -0.092264	  0.875074	  0.057812	 -0.066954	  0.802090	  0.033691	 -0.038850	  0.624966	 -0.056103	  0.026523	  0.441354	  0.058539	  0.038113	  0.388726	  0.051500	  0.048879	  0.256140	  0.013032	  0.050948	  0.075566	  0.066653	 -0.037231	  0.026295	  0.039995	 -0.097040	  0.883342	  0.371320	 -0.063288	  0.817906	  0.399640	 -0.066021	  0.624952	  0.486926	 -0.017933	  0.441331	  0.372535	 -0.000144	  0.381024	  0.379843	  0.022588	  0.251056	  0.412962	  0.044790	  0.078556	  0.351958	 -0.058417	  0.026404	  0.379408	  0.111615	  0.029030	  0.122916	  0.101361	  0.018681	  0.284294	 -0.024113	  1.330079	  0.046513	  0.073051	  1.351253	  0.219232	 -0.005289	  1.322331	  0.401112	
   373	3.730	  0.090072	  0.899969	  0.209652	 -0.092297	  0.875070	  0.057846	 -0.066942	  0.802081	  0.033713	 -0.038864	  0.624985	 -0.056072	  0.026510	  0.441361	  0.058537	  0.038111	  0.388736	  0.051518	  0.048846	  0.256132	  0.013010	  0.050917	  0.075578	  0.066642	 -0.037240	  0.026302	  0.039999	 -0.097048	  0.883363	  0.371321	 -0.063276	  0.817903	  0.399678	 -0.065997	  0.624951	  0.486955	 -0.017913	  0.441321	  0.372561	 -0.000138	  0.381028	  0.379847	  0.022609	  0.251055	  0.412958	  0.044801	  0.078550	  0.351959	 -0.058417	  0.026405	  0.379408	  0.111620	  0.029033	  0.122925	  0.101357	  0.018689	  0.284297	 -0.024079	  1.330057	  0.046462	  0.073073	  1.351264	  0.219205	 -0.005308	  1.322340	  0.401087	
   374	3.740	  0.090086	  0.899967	  0.209673	 -0.092348	  0.875070	  0.057875	 -0.066968	  0.802094	  0.033736	 -0.038888	  0.624996	 -0.056043	  0.026505	  0.441361	  0.058541	  0.038116	  0.388739	  0.051542	  0.048835	  0.256130	  0.013005	  0.050914	  0.075584	  0.066645	 -0.037229	  0.026311	  0.039979	 -0.097030	  0.883360	  0.371343	 -0.063270	  0.817904	  0.399699	 -0.065975	  0.624938	  0.486974	 -0.017924	  0.441323	  0.372582	 -0.000153	  0.381013	  0.379840	  0.022594	  0.251054	  0.412955	  0.044801	  0.078544	  0.351965	 -0.058399	  0.026400	  0.379414	  0.111603	  0.029034	  0.122932	  0.101361	  0.018683	  0.284298	 -0.024031	  1.330047	  0.046429	  0.073100	  1.351265	  0.219193	 -0.005325	  1.322354	  0.401065	
   375	3.750	  0.090074	  0.899974	  0.209671	 -0.092409	  0.875080	  0.057903	 -0.066972	  0.802096	  0.033760	 -0.038887	  0.624996	 -0.056024	  0.026484	  0.441366	  0.058559	  0.038089	  0.388736	  0.051551	  0.048853	  0.256127	  0.013018	  0.050923	  0.075572	  0.066651	 -0.037262	  0.026303	  0.039993	 -0.097021	  0.883363	  0.371364	 -0.063239	  0.817915	  0.399715	 -0.065947	  0.624920	  0.487010	 -0.017922	  0.441337	  0.372599	 -0.000159	  0.381018	  0.379845	  0.022581	  0.251062	  0.412976	  0.044788	  0.078550	  0.351961	 -0.058398	  0.026423	  0.379411	  0.111607	  0.029057	  0.122948	  0.101342	  0.018674	  0.284297	 -0.024032	  1.330043	  0.046394	  0.073124	  1.351262	  0.219191	 -0.005343	  1.322371	  0.401031	
   376	3.760	  0.090076	  0.899955	  0.209686	 -0.092405	  0.875090	  0.057924	 -0.066976	  0.802092	  0.033798	 -0.038902	  0.625001	 -0.056010	  0.026464	  0.441357	  0.058571	  0.038065	  0.388740	  0.051567	  0.048871	  0.256138	  0.013038	  0.050930	  0.075593	  0.066669	 -0.037246	  0.026294	  0.040004	 -0.097008	  0.883376	  0.371365	 -0.063214	  0.817918	  0.399724	 -0.065931	  0.624906	  0.487042	 -0.017914	  0.441338	  0.372600	 -0.000154	  0.381027	  0.379864	  0.022611	  0.251053	  0.412998	  0.044779	  0.078545	  0.351970	 -0.058421	  0.026413	  0.379399	  0.111619	  0.029056	  0.122949	  0.101333	  0.018681	  0.284298	 -0.024014	  1.330041	  0.046354	  0.073121	  1.351259	  0.219177	 -0.005376	  1.322385	  0.401002	
   377	3.770	  0.090075	  0.899955	  0.209691	 -0.092397	  0.875102	  0.057954	 -0.066975	  0.802090	  0.033821	 -0.038935	  0.624994	 -0.056000	  0.026437	  0.441360	  0.058582	  0.038059	  0.388745	  0.051577	  0.048863	  0.256137	  0.013055	  0.050922	  0.075589	  0.066670	 -0.037271	  0.026305	  0.040013	 -0.096977	  0.883389	  0.371361	 -0.063251	  0.817918	  0.399749	 -0.065924	  0.624905	  0.487065	 -0.017923	  0.441330	  0.372617	 -0.000147	  0.381017	  0.379876	  0.022604	  0.251048	  0.413006	  0.044764	  0.078555	  0.351972	 -0.058422	  0.026414	  0.379407	  0.111618	  0.029028	  0.122947	  0.101349	  0.018688	  0.284313	 -0.023984	  1.330046	  0.046316	  0.073105	  1.351260	  0.219145	 -0.005408	  1.322394	  0.400972	
   378	3.780	  0.090087	  0.899959	  0.209702	 -0.092408	  0.875081	  0.057987	 -0.066971	  0.802089	  0.033836	 -0.038974	  0.624985	 -0.055989	  0.026450	  0.441363	  0.058591	  0.038052	  0.388746	  0.051573	  0.048823	  0.256133	  0.013040	  0.050908	  0.075584	  0.066692	 -0.037267	  0.026312	  0.040014	 -0.096959	  0.883399	  0.371355	 -0.063287	  0.817935	  0.399760	 -0.065921	  0.624902	  0.487079	 -0.017913	  0.441316	  0.372653	 -0.000168	  0.381014	  0.379884	  0.022607	  0.251045	  0.413010	  0.044776	  0.078550	  0.351964	 -0.058411	  0.026408	  0.379408	  0.111614	  0.029031	  0.122944	  0.101336	  0.018680	  0.284305	 -0.023964	  1.330039	  0.046279	  0.073115	  1.351252	  0.219136	 -0.005440	  1.322416	  0.400942	
   379	3.790	  0.090083	  0.899928	  0.209719	 -0.092440	  0.875072	  0.058011	 -0.066989	  0.802106	  0.033860	 -0.039001	  0.624986	 -0.055967	  0.026415	  0.441354	  0.058600	  0.038059	  0.388748	  0.051581	  0.048795	  0.256121	  0.013041	  0.050935	  0.075587	  0.066688	 -0.037242	  0.026316	  0.040018	 -0.096951	  0.883414	  0.371374	 -0.063247	  0.817932	  0.399780	 -0.065902	  0.624894	  0.487100	 -0.017901	  0.441322	  0.372669	 -0.000173	  0.381010	  0.379884	  0.022598	  0.251052	  0.413026	  0.044772	  0.078548	  0.351965	 -0.058407	  0.026403	  0.379404	  0.111591	  0.029028	  0.122929	  0.101349	  0.018685	  0.284294	 -0.023923	  1.330037	  0.046242	  0.073152	  1.351248	  0.219118	 -0.005480	  1.322425	  0.400903	
   380	3.800	  0.090095	  0.899930	  0.209732	 -0.092445	  0.875066	  0.058025	 -0.066977	  0.802106	  0.033880	 -0.039027	  0.624974	 -0.055939	  0.026406	  0.441354	  0.058603	  0.038062	  0.388754	  0.051595	  0.048790	  0.256145	  0.013067	  0.050936	  0.075585	  0.066684	 -0.037238	  0.026310	  0.040025	 -0.096934	  0.883426	  0.371389	 -0.063212	  0.817917	  0.399814	 -0.065897	  0.624892	  0.487120	 -0.017905	  0.441324	  0.372666	 -0.000150	  0.381001	  0.379885	  0.022571	  0.251050	  0.413019	  0.044747	  0.078544	  0.351967	 -0.058404	  0.026410	  0.379410	  0.111590	  0.029039	  0.122942	  0.101343	  0.018682	  0.284295	 -0.023884	  1.330031	  0.046201	  0.073167	  1.351227	  0.219090	 -0.005490	  1.322439	  0.400873	
   381	3.810	  0.090106	  0.899924	  0.209737	 -0.092483	  0.875071	  0.058047	 -0.066972	  0.802091	  0.033904	 -0.039037	  0.624976	 -0.055919	  0.026423	  0.441343	  0.058611	  0.038045	  0.388766	  0.051601	  0.048806	  0.256161	  0.013090	  0.050926	  0.075588	  0.066676	 -0.037224	  0.026309	  0.040010	 -0.096924	  0.883442	  0.371414	 -0.063181	  0.817905	  0.399835	 -0.065882	  0.624902	  0.487126	 -0.017910	  0.441315	  0.372668	 -0.000151	  0.381008	  0.379900	  0.022571	  0.251046	  0.413017	  0.044767	  0.078539	  0.351979	 -0.058430	  0.026413	  0.379416	  0.111652	  0.029067	  0.122959	  0.101336	  0.018678	  0.284298	 -0.023872	  1.330029	  0.046159	  0.073185	  1.351227	  0.219081	 -0.005517	  1.322456	  0.400840	
   382	3.820	  0.090110	  0.899923	  0.209735	 -0.092482	  0.875050	  0.058071	 -0.067006	  0.802085	  0.033934	 -0.039044	  0.624994	 -0.055897	  0.026440	  0.441344	  0.058614	  0.038025	  0.388768	  0.051609	  0.048793	  0.256166	  0.013075	  0.050937	  0.075584	  0.066669	 -0.037221	  0.026317	  0.040002	 -0.096907	  0.883442	  0.371417	 -0.063173	  0.817912	  0.399855	 -0.065861	  0.624927	  0.487142	 -0.017911	  0.441317	  0.372691	 -0.000183	  0.381005	  0.379898	  0.022578	  0.251039	  0.413032	  0.044794	  0.078544	  0.351993	 -0.058417	  0.026406	  0.379419	  0.111618	  0.029058	  0.122959	  0.101320	  0.018674	  0.284300	 -0.023842	  1.330027	  0.046111	  0.073189	  1.351242	  0.219078	 -0.005531	  1.322475	  0.400819	
   383	3.830	  0.090106	  0.899907	  0.209751	 -0.092508	  0.875054	  0.058080	 -0.067004	  0.802081	  0.033951	 -0.039054	  0.624991	 -0.055873	  0.026435	  0.441345	  0.058633	  0.038032	  0.388760	  0.051622	  0.048795	  0.256157	  0.013078	  0.050918	  0.075585	  0.066656	 -0.037234	  0.026315	  0.039995	 -0.096891	  0.883445	  0.371419	 -0.063141	  0.817896	  0.399872	 -0.065855	  0.624940	  0.487160	 -0.017923	  0.441321	  0.372691	 -0.000188	  0.380995	  0.379895	  0.022574	  0.251033	  0.413034	  0.044779	  0.078553	  0.351983	 -0.058412	  0.026406	  0.379433	  0.111591	  0.029069	  0.122966	  0.101330	  0.018671	  0.284302	 -0.023831	  1.330032	  0.046071	  0.073206	  1.351259	  0.219066	 -0.005548	  1.322493	  0.400794	
   384	3.840	  0.090105	  0.899907	  0.209758	 -0.092480	  0.875059	  0.058078	 -0.066956	  0.802083	  0.033971	 -0.039053	  0.624982	 -0.055881	  0.026426	  0.441337	  0.058638	  0.038029	  0.388762	  0.051638	  0.048815	  0.256148	  0.013090	  0.050935	  0.075573	  0.066653	 -0.037254	  0.026304	  0.039993	 -0.096844	  0.883444	  0.371430	 -0.063156	  0.817903	  0.399885	 -0.065853	  0.624935	  0.487160	 -0.017911	  0.441303	  0.372708	 -0.000169	  0.381002	  0.379897	  0.022575	  0.251030	  0.413032	  0.044784	  0.078544	  0.351975	 -0.058393	  0.026406	  0.379426	  0.111608	  0.029060	  0.122949	  0.101346	  0.018690	  0.284308	 -0.023814	  1.330024	  0.046022	  0.073225	  1.351260	  0.219049	 -0.005578	  1.322511	  0.400751	
   385	3.850	  0.090115	  0.899909	  0.209754	 -0.092489	  0.875065	  0.058101	 -0.066901	  0.802069	  0.033984	 -0.039066	  0.624967	 -0.055886	  0.026425	  0.441329	  0.058637	  0.038027	  0.388763	  0.051632	  0.048825	  0.256150	  0.013099	  0.050937	  0.075556	  0.066670	 -0.037266	  0.026280	  0.039984	 -0.096839	  0.883449	  0.371433	 -0.063106	  0.817894	  0.399889	 -0.065857	  0.624934	  0.487170	 -0.017898	  0.441297	  0.372709	 -0.000151	  0.381006	  0.379900	  0.022606	  0.251025	  0.413055	  0.044774	  0.078532	  0.351972	 -0.058386	  0.026391	  0.379430	  0.111615	  0.029042	  0.122933	  0.101342	  0.018704	  0.284291	 -0.023779	  1.329997	  0.045984	  0.073255	  1.351251	  0.219020	 -0.005605	  1.322526	  0.400712	
   386	3.860	  0.090124	  0.899896	  0.209761	 -0.092508	  0.875066	  0.058114	 -0.066874	  0.802054	  0.033987	 -0.039064	  0.624971	 -0.055874	  0.026448	  0.441321	  0.058632	  0.038055	  0.388751	  0.051619	  0.048883	  0.256140	  0.013093	  0.050950	  0.075560	  0.066679	 -0.037246	  0.026273	  0.039984	 -0.096824	  0.883433	  0.371427	 -0.063101	  0.817889	  0.399888	 -0.065859	  0.624930	  0.487178	 -0.017913	  0.441305	  0.372719	 -0.000151	  0.380991	  0.379904	  0.022606	  0.251020	  0.413051	  0.044751	  0.078534	  0.351964	 -0.058391	  0.026404	  0.379429	  0.111591	  0.029028	  0.122931	  0.101340	  0.018704	  0.284304	 -0.023747	  1.329975	  0.045931	  0.073271	  1.351241	  0.219001	 -0.005618	  1.322537	  0.400691	
   387	3.870	  0.090133	  0.899880	  0.209765	 -0.092432	  0.875039	  0.058112	 -0.066823	  0.802048	  0.034000	 -0.039016	  0.624972	 -0.055876	  0.026481	  0.441306	  0.058639	  0.038078	  0.388749	  0.051627	  0.048889	  0.256143	  0.013108	  0.050938	  0.075562	  0.066673	 -0.037222	  0.026283	  0.039990	 -0.096833	  0.883450	  0.371395	 -0.063114	  0.817906	  0.399894	 -0.065855	  0.624928	  0.487195	 -0.017886	  0.441310	  0.372730	 -0.000154	  0.380990	  0.379914	  0.022591	  0.251016	  0.413056	  0.044767	  0.078528	  0.351976	 -0.058392	  0.026411	  0.379427	  0.111592	  0.029023	  0.122920	  0.101341	  0.018685	  0.284295	 -0.023716	  1.329959	  0.045888	  0.073290	  1.351220	  0.218975	 -0.005639	  1.322534	  0.400658	
   388	3.880	  0.090144	  0.899869	  0.209779	 -0.092385	  0.875015	  0.058106	 -0.066790	  0.802050	  0.034002	 -0.038957	  0.624963	 -0.055874	  0.026514	  0.441309	  0.058650	  0.038112	  0.388745	  0.051637	  0.048874	  0.256126	  0.013104	  0.050935	  0.075552	  0.066683	 -0.037242	  0.026284	  0.039987	 -0.096861	  0.883463	  0.371382	 -0.063087	  0.817905	  0.399901	 -0.065853	  0.624925	  0.487207	 -0.017871	  0.441297	  0.372724	 -0.000158	  0.380995	  0.379921	  0.022586	  0.251005	  0.413073	  0.044776	  0.078528	  0.351986	 -0.058388	  0.026406	  0.379434	  0.111585	  0.029011	  0.122910	  0.101346	  0.018684	  0.284287	 -0.023721	  1.329948	  0.045844	  0.073310	  1.351221	  0.218958	 -0.005665	  1.322535	  0.400623	
   389	3.890	  0.090178	  0.899871	  0.209780	 -0.092348	  0.874997	  0.058096	 -0.066769	  0.802036	  0.034010	 -0.038931	  0.624959	 -0.055870	  0.026518	  0.441301	  0.058644	  0.038116	  0.388741	  0.051641	  0.048893	  0.256118	  0.013116	  0.050951	  0.075536	  0.066679	 -0.037228	  0.026283	  0.039997	 -0.096895	  0.883482	  0.371347	 -0.063106	  0.817895	  0.399895	 -0.065853	  0.624897	  0.487215	 -0.017871	  0.441302	  0.372739	 -0.000147	  0.380983	  0.379922	  0.022571	  0.251007	  0.413056	  0.044763	  0.078515	  0.351977	 -0.058397	  0.026393	  0.379432	  0.111581	  0.028998	  0.122908	  0.101349	  0.018686	  0.284287	 -0.023717	  1.329945	  0.045783	  0.073334	  1.351226	  0.218948	 -0.005691	  1.322546	  0.400598	
